Naam,Pesar,Dokhtar,Rate
عزيزالله,1,,معمولي
عزيزه,,1,معمولي
عسكر,1,,بسيار نادر
عسل,,1,پركاربرد
عسل ناز,,1,معمولي
عشرت,,1,معمولي
عشرت الملوك,,1,بسيار نادر
عصار,1,,بسيار نادر
عصمت,,1,معمولي
عصمت الملوك,,1,بسيار نادر
عضد,1,,بسيار نادر
عضدالدين,1,,معمولي
عضدالملك,1,,بسيار نادر
عطا,1,,معمولي
عطاالله,1,,معمولي
عطارد,1,,بسيار نادر
عطرساي,,1,بسيار نادر
عطرين,,1,بسيار نادر
عطية الله,,1,بسيار نادر
عطيه,,1,معمولي
عظيم,1,,معمولي
عظيمه,,1,معمولي
عفاف,,1,معمولي
عفت,,1,معمولي
عفيف الدين,1,,بسيار نادر
عفيفه,,1,معمولي
عقيق,,1,معمولي
عقيل,1,,معمولي
عقيله,,1,معمولي
علا,1,,معمولي
علوان,1,,بسيار نادر
علويه,,1,معمولي
علي,1,,پركاربرد
علي اصغر,1,,پركاربرد
علي اكبر,1,,پركاربرد
علي داد,1,,بسيار نادر
علي مراد,1,,معمولي
علي مردان,1,,بسيار نادر
علي نقي,1,,معمولي
علي يار,1,,معمولي
عليا,,1,بسيار نادر
عليرضا,1,,پركاربرد
عليم,1,,معمولي
عماد,1,,معمولي
عمادالدين,1,,معمولي
عمادالملك,1,,بسيار نادر
عمار,1,,معمولي
عمران,1,,معمولي
عمرو,1,,بسيار نادر
عميد,1,,معمولي
عميدالدين,1,,بسيار نادر
عنايت,1,,معمولي
عنايت الله,1,,معمولي
عنبر,,1,بسيار نادر
عنبربو,,1,بسيار نادر
عندليب,1,,بسيار نادر
عنقا,,1,معمولي
عهديه,,1,معمولي
عيار,1,,معمولي
عيسا,1,,بسيار نادر
عيسي,1,,معمولي
عين الدين,1,,بسيار نادر
عين الزمان,1,,بسيار نادر
عين الله,1,,معمولي
عينعلي,1,,بسيار نادر
غاتفر,1,,بسيار نادر
غاثر,1,,بسيار نادر
غازان,1,,بسيار نادر
غازي,1,,بسيار نادر
غالب,1,,بسيار نادر
غانيه,,1,بسيار نادر
غباد,1,,بسيار نادر
غدير,1,,معمولي
غديره,,1,معمولي
غزال,,1,بسيار نادر
غزاله,,1,معمولي
غزل,,1,پركاربرد
غزل ناز,,1,بسيار نادر
غضنفر,1,,بسيار نادر
غفار,1,,بسيار نادر
غفور,1,,بسيار نادر
غلام,1,,بسيار نادر
غلامرضا,1,,بسيار نادر
غلامعلي,1,,بسيار نادر
غمزه,,1,معمولي
غنج,,1,بسيار نادر
غنچه,,1,معمولي
غوغا,,1,معمولي
غياث,1,,بسيار نادر
غياث الدين,1,,معمولي
فَرَوَشي,1,,بسيار نادر
فَرهود,1,,معمولي
فاتح,1,,بسيار نادر
فاتك,1,,بسيار نادر
فاتن,,1,بسيار نادر
فاتيما,,1,معمولي
فاخته,,1,معمولي
فاديا,1,1,بسيار نادر
فارا,,1,بسيار نادر
فارد,1,,بسيار نادر
فارناس,1,,بسيار نادر
فارناسس,1,,بسيار نادر
فارناك,1,,بسيار نادر
فاروق,1,,بسيار نادر
فارهه,,1,بسيار نادر
فارياب,1,,معمولي
فاسيروس,,1,بسيار نادر
فاضل,1,,معمولي
فاطر,1,,معمولي
فاطمه,,1,پركاربرد
فاطمه زهرا,,1,پركاربرد
فاطن,1,,بسيار نادر
فاطيما,,1,پركاربرد
فام گل,,1,بسيار نادر
فانيذ,,1,بسيار نادر
فايحه,,1,بسيار نادر
فايديم,,1,بسيار نادر
فايز,1,,بسيار نادر
فايض,1,,بسيار نادر
فايضه,,1,معمولي
فايق,1,,بسيار نادر
فايقه,,1,معمولي
فائحه,,1,بسيار نادر
فائز,1,,بسيار نادر
فائزه,,1,پركاربرد
فائض,1,,بسيار نادر
فائضه,,1,معمولي
فائقه,,1,معمولي
فتاح,1,,معمولي
فتانه,,1,معمولي
فتح الدين,1,,معمولي
فتح الله,1,,معمولي
فتحعلي,1,,معمولي
فتنه,,1,بسيار نادر
فتوت,1,,بسيار نادر
فخرالدين,1,,معمولي
فخرالزمان,,1,معمولي
فخرالسادات,,1,معمولي
فخرالملك,1,,بسيار نادر
فخرالملوك,,1,بسيار نادر
فخرايران,,1,بسيار نادر
فخرآفاق,,1,بسيار نادر
فخرجهان,,1,بسيار نادر
فخرگل,,1,بسيار نادر
فخري,,1,معمولي
فخيم,1,,بسيار نادر
فخيمه,,1,معمولي
فداك,1,,بسيار نادر
فرابرز,1,,بسيار نادر
فراتاگون,,1,بسيار نادر
فراچهر,,1,بسيار نادر
فرادخت,1,,بسيار نادر
فراراد,1,,بسيار نادر
فرارنگ,,1,بسيار نادر
فراز,1,1,بسيار نادر
فرازان,1,,بسيار نادر
فرازمان,1,,بسيار نادر
فرازمند,1,,بسيار نادر
فرازنده,,1,بسيار نادر
فراست,1,,معمولي
فراسياك,1,,بسيار نادر
فرام,1,,بسيار نادر
فرامرز,1,,معمولي
فرانسيس,1,,بسيار نادر
فرانك,,1,معمولي
فرانه,,1,معمولي
فراوك,1,,بسيار نادر
فراهت,,1,بسيار نادر
فراهل,1,,بسيار نادر
فراهيم,1,,بسيار نادر
فراهين,1,,بسيار نادر
فراييم,1,,بسيار نادر
فرايين,1,,بسيار نادر
فرآذر,,1,بسيار نادر
فربُد,1,,معمولي
فربو,,1,بسيار نادر
فربود,1,,بسيار نادر
فربين,1,,بسيار نادر
فرپرك,,1,بسيار نادر
فرتاش,1,,معمولي
فرتوس,1,,بسيار نادر
فرتوك,,1,بسيار نادر
فرج,1,,معمولي
فرجاد,1,,بسيار نادر
فرجام,1,,معمولي
فرجود,1,,بسيار نادر
فرجهان,,1,بسيار نادر
فرح,,1,معمولي
فرح انگيز,,1,بسيار نادر
فرح بانو,,1,بسيار نادر
فرح بخش,,1,بسيار نادر
فرح دخت,,1,بسيار نادر
فرح نوش,,1,بسيار نادر
فرحان,1,,بسيار نادر
فرحانه,,1,بسيار نادر
فرحت,1,,معمولي
فرحتاج,,1,بسيار نادر
فرحناز,,1,معمولي
فرخ,1,1,معمولي
فرخ بانو,,1,بسيار نادر
فرخ بخش,,1,بسيار نادر
فرخ بد,1,,بسيار نادر
فرخ به,1,,بسيار نادر
فرخ پي,1,,بسيار نادر
فرخ تاج,,1,بسيار نادر
فرخ تاش,1,,بسيار نادر
فرخ چهر,,1,معمولي
فرخ داد,1,,بسيار نادر
فرخ زات,1,,بسيار نادر
فرخ زند,1,,بسيار نادر
فرخ شاد,1,,بسيار نادر
فرخ لقا,,1,معمولي
فرخ ماه,,1,بسيار نادر
فرخ ناز,,1,معمولي
فرخ يار,1,,بسيار نادر
فرخ يسار,1,,بسيار نادر
فرخروز,,1,بسيار نادر
فرخزاد,1,,بسيار نادر
فرخنده,,1,معمولي
فرخنده پي,1,,بسيار نادر
فرخنده چهر,,1,بسيار نادر
فرداد,1,,معمولي
فرداد منش,1,,بسيار نادر
فردان,1,,معمولي
فردخت,,1,معمولي
فردوس,1,1,معمولي
فرديس,,1,معمولي
فردين,1,,معمولي
فرزاد,1,,معمولي
فرزام,1,,معمولي
فرزان,1,1,معمولي
فرزان دخت,,1,بسيار نادر
فرزانه,,1,معمولي
فرزن,1,,بسيار نادر
فرزنه,1,,بسيار نادر
فرزيان,1,,بسيار نادر
فرزين,1,,معمولي
فرساد,1,,بسيار نادر
فرسام,1,,بسيار نادر
فرستو,,1,بسيار نادر
فرسمن,1,,بسيار نادر
فرسيما,,1,بسيار نادر
فرش آورد,1,,بسيار نادر
فرشاد,1,,معمولي
فرشاسب,1,,بسيار نادر
فرشته,,1,پركاربرد
فرشوشتر,1,,بسيار نادر
فرشيد,1,,معمولي
فرشيدورد,1,,بسيار نادر
فرشيده,,1,معمولي
فرشيم,1,,بسيار نادر
فرصت,1,,معمولي
فرض,1,,بسيار نادر
فرطوس,1,,بسيار نادر
فرغار,1,,بسيار نادر
فرغان,1,,بسيار نادر
فرغانه,,1,بسيار نادر
فرقان,1,,بسيار نادر
فرقد,1,,بسيار نادر
فرگل,,1,معمولي
فرگون,,1,بسيار نادر
فرمان,1,,معمولي
فرمد,1,,بسيار نادر
فرمند,1,,معمولي
فرمنش,1,,معمولي
فرمهر,,1,بسيار نادر
فرميسك,,1,بسيار نادر
فرمين,1,,معمولي
فرناد,1,,معمولي
فرناز,,1,معمولي
فرناس,1,,بسيار نادر
فرناك,1,,بسيار نادر
فرنام,1,,بسيار نادر
فرند,1,,بسيار نادر
فرنگار,,1,بسيار نادر
فرنگيز,,1,بسيار نادر
فرنگيس,,1,معمولي
فرنو,,1,بسيار نادر
فرنواز,,1,بسيار نادر
فرنود,1,,معمولي
فرنور,1,,بسيار نادر
فرنوش,1,1,معمولي
فرنوشا,,1,معمولي
فرني,,1,بسيار نادر
فرنيا,,1,بسيار نادر
فرنيان,,1,معمولي
فرواك,1,,بسيار نادر
فرود,1,,بسيار نادر
فرورتيش,1,,بسيار نادر
فروردين,,1,بسيار نادر
فروز,,1,بسيار نادر
فروزا,,1,معمولي
فروزاتون,,1,بسيار نادر
فروزان,,1,معمولي
فروزانفر,1,,معمولي
فروزجهان,,1,بسيار نادر
فروزش,,1,معمولي
فروزنده,,1,معمولي
فروزينه,,1,بسيار نادر
فروشنك,,1,بسيار نادر
فروغ,,1,معمولي
فروغ بانو,,1,بسيار نادر
فروغ دخت,,1,بسيار نادر
فروهر,1,,معمولي
فروهل,1,,بسيار نادر
فروهنده,,1,بسيار نادر
فره وش,,1,بسيار نادر
فرهاد,1,,معمولي
فرهام,1,,بسيار نادر
فرهان,1,,بسيار نادر
فرهت,,1,بسيار نادر
فرهمند,1,,معمولي
فرهناز,,1,معمولي
فرهنگ,1,1,معمولي
فرهور,,1,بسيار نادر
فرهوش,1,,بسيار نادر
فرهوشداد,1,,بسيار نادر
فرهومند,1,,بسيار نادر
فري توس,1,,بسيار نادر
فرياد,1,1,معمولي
فريار,,1,بسيار نادر
فريال,,1,بسيار نادر
فريان,1,,بسيار نادر
فريانه,,1,بسيار نادر
فريبا,,1,معمولي
فريبرز,1,,بسيار نادر
فريتون,1,,بسيار نادر
فريد,1,,معمولي
فريدالدين,1,,معمولي
فريدالزمان,1,,بسيار نادر
فريدخت,,1,بسيار نادر
فريدون,1,,بسيار نادر
فريده,,1,معمولي
فرير,,1,بسيار نادر
فريرخ,,1,بسيار نادر
فريرو,,1,بسيار نادر
فريسا,,1,معمولي
فريشا,,1,بسيار نادر
فريشاد,1,,بسيار نادر
فريضه,,1,معمولي
فريما,,1,معمولي
فريمان,1,,معمولي
فريمانه,,1,بسيار نادر
فريماه,,1,معمولي
فريمن,1,,بسيار نادر
فريمند,1,,معمولي
فرين,,1,بسيار نادر
فرين دخت,,1,بسيار نادر
فرينا,,1,بسيار نادر
فريناز,,1,معمولي
فرينام,1,,بسيار نادر
فرينوش,1,,بسيار نادر
فريوش,,1,معمولي
فريين,1,,بسيار نادر
فصيح,1,,معمولي
فصيح الدين,1,,بسيار نادر
فصيح الزمان,1,,بسيار نادر
فصيح الملك,1,,بسيار نادر
فصيحه,,1,معمولي
فضل,1,,معمولي
فضل الله,1,,معمولي
فضه,,1,معمولي
فضيل,1,,معمولي
فضيلت,,1,معمولي
فغان,,1,بسيار نادر
فغانيش,1,,بسيار نادر
فغستان,,1,بسيار نادر
فكرعلي,1,,بسيار نادر
فلامك,,1,معمولي
فلق,1,,بسيار نادر
فلك الدين,1,,بسيار نادر
فلك تاج,,1,بسيار نادر
فلك وش,,1,بسيار نادر
فلكناز,,1,بسيار نادر
فلور,,1,بسيار نادر
فلورا,,1,معمولي
فلوريا,,1,معمولي
فور,1,,بسيار نادر
فوزيه,,1,معمولي
فوژان,,1,معمولي
فوكا,1,,بسيار نادر
فوگان,1,,بسيار نادر
فولاد,1,1,بسيار نادر
فهيمه,,1,معمولي
فؤاد,1,,معمولي
فياض,1,,معمولي
فيروز,1,,معمولي
فيروزان,1,,بسيار نادر
فيروزخاتون,,1,بسيار نادر
فيروزه,,1,معمولي
فيض,1,,معمولي
فيض الله,1,,معمولي
قابل,1,,بسيار نادر
قابوس,1,,بسيار نادر
قابيل,1,,بسيار نادر
قادر,1,,معمولي
قارن,1,,بسيار نادر
قارون,1,,بسيار نادر
قازان,1,,بسيار نادر
قاسم,1,,معمولي
قاصدك,,1,معمولي
قالوس,1,,بسيار نادر
قاهر,1,,معمولي
قاهره,,1,معمولي
قائد,1,,معمولي
قائم,1,,معمولي
قباد,1,,معمولي
قبيله,1,,بسيار نادر
قدرت,1,,معمولي
قدرت الله,1,,معمولي
قدسي,,1,معمولي
قدسيه,,1,معمولي
قدير,1,,معمولي
قديس,1,,بسيار نادر
قديسه,,1,بسيار نادر
قراتكين,1,,بسيار نادر
قربان,1,,معمولي
قربان علي,1,,معمولي
قرة العين,,1,معمولي
قرنفل,,1,بسيار نادر
قشنگ,,1,معمولي
قشنگ گل,,1,بسيار نادر
قصيده,,1,معمولي
قطب الدين,1,,معمولي
قطره,,1,بسيار نادر
قلندر,1,,بسيار نادر
قليچ,1,,بسيار نادر
قمر,,1,معمولي
قمرالدين,1,,معمولي
قمرالزمان,,1,معمولي
قمرالملوك,,1,بسيار نادر
قمرتاج,,1,معمولي
قمرسيما,,1,بسيار نادر
قمرناز,,1,معمولي
قمري,,1,بسيار نادر
قنبر,1,,معمولي
قوام الدين,1,,بسيار نادر
قوام الملك,1,,بسيار نادر
قهار,1,,بسيار نادر
قهرمان,1,,معمولي
قيدافه,,1,بسيار نادر
قيزبس,,1,بسيار نادر
قيصر,1,,معمولي
قيطون,1,,بسيار نادر
قيوم,1,,بسيار نادر
كُنيا,,1,بسيار نادر
كابي,1,,بسيار نادر
كاترين,,1,معمولي
كاترينا,,1,معمولي
كاتيا,,1,بسيار نادر
كاد,1,,بسيار نادر
كارانوس,1,,بسيار نادر
كاردار,1,,بسيار نادر
كارمن,,1,بسيار نادر
كارن,1,,بسيار نادر
كارنگ,1,,بسيار نادر
كارولين,,1,معمولي
كاروند,1,,بسيار نادر
كارينا,1,,بسيار نادر
كاس,,1,بسيار نادر
كاساندان,,1,بسيار نادر
كاشين,,1,بسيار نادر
كاظم,1,,معمولي
كافور,1,,بسيار نادر
كافي,1,,بسيار نادر
كافي الدين,1,,بسيار نادر
كاكله,1,,بسيار نادر
كاكو,1,,بسيار نادر
كاكي,1,,بسيار نادر
كال,1,,بسيار نادر
كالو,1,,بسيار نادر
كامبوزيا,1,,بسيار نادر
كامبيز,1,,معمولي
كامجو,1,,معمولي
كامداد,1,,معمولي
كامدل,,1,معمولي
كامدين,1,,معمولي
كامران,1,,معمولي
كامروا,1,1,معمولي
كامشاد,1,,معمولي
كامكار,1,,معمولي
كامگار,1,,بسيار نادر
كامله,,1,بسيار نادر
كامليا,,1,معمولي
كاملين,,1,معمولي
كامنوش,1,1,معمولي
كاموس,1,,بسيار نادر
كامه,,1,بسيار نادر
كامياب,1,,معمولي
